geo_id	genes.detected	cell.type	donor	timepoint	donor.type	primer.mix	batch	plate	lineage	CD45RA	CD38	CD123	CD34	CD90	rnaseq	genotyping	genotypesall	qcgenotype	input.reads	unique.mapped	multimap	Total.sequences	Per.base.sequence.quality	GC.content	MReads	lib.size	unmapped	ercc.count	pc.uniquemapped	pc.multimap	pc.unmapped	pc.ingenes.total	pc.ercc	pc.mit.reads	pass.qc
JLMPL5_5A	3076	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	334	9	843	548	5113	664	TRUE	TRUE	JAK2_WT	TRUE	1813685	1524812	108174	1813685	pass	48	59870	1063926	180699	11809	0.840725925	0.059643213	0.099630862	0.69774241	0.011099456	0.056272711	TRUE
JLMPL5_5B	3451	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	173	181	845	1576	3236	0	TRUE	TRUE	JAK2_WT	TRUE	3944538	3466420	281893	3944538	pass	48	147535	2497841	196225	25164	0.878789861	0.071464136	0.049746003	0.72058233	0.0100743	0.059065009	TRUE
JLMPL5_5C	4450	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	259	2055	619	181	6045	4075	TRUE	TRUE	JAK2_WT	TRUE	2680917	2346664	221042	2680917	pass	48	114157	1708908	113211	11971	0.875321392	0.082450147	0.042228461	0.728228668	0.007005058	0.066801139	TRUE
JLMPL5_7A	3020	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	292	331	424	118	7453	1372	TRUE	TRUE	JAK2_WT	TRUE	2836229	2530490	190820	2836229	pass	47	79061	1823124	114919	22948	0.892202287	0.067279476	0.040518237	0.720462835	0.012587186	0.043365673	TRUE
JLMPL5_7B	2656	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	408	188	620	608	2801	534	TRUE	TRUE	JAK2_WT	TRUE	6286809	5505127	420112	6286809	pass	47	215149	3840993	361570	86482	0.875663154	0.066824362	0.057512484	0.697711969	0.022515532	0.056013901	TRUE
JLMPL5_7C	3432	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	52	99	426	717	3745	268	TRUE	TRUE	JAK2_WT	TRUE	3969690	3563030	270266	3969690	pass	48	149320	2665132	136394	33839	0.897558751	0.068082394	0.034358854	0.747995947	0.012696932	0.056027244	TRUE
JLMPL5_7D	3493	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	352	4748	-216	565	3402	2887	TRUE	TRUE	JAK2_HOM	TRUE	2545117	2240194	183877	2545117	pass	47	106913	1600663	121046	16600	0.880192934	0.072246973	0.047560093	0.714519814	0.010370703	0.066792948	TRUE
JLMPL5_7E	3681	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	332	467	725	950	3380	922	TRUE	TRUE	JAK2_WT	TRUE	2749741	2443977	224361	2749741	pass	47	99311	1817885	81403	16461	0.888802618	0.081593503	0.029603879	0.743822466	0.009055028	0.054629968	TRUE
JLMPL5_7F	2361	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	485	280	441	901	8111	751	TRUE	TRUE	JAK2_WT	TRUE	3755440	3282597	289722	3755440	pass	47	219859	2006409	183121	48930	0.874091185	0.077147285	0.04876153	0.611226112	0.024386852	0.109578356	TRUE
JLMPL5_7G	3039	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	76	306	662	1028	3889	529	TRUE	TRUE	JAK2_WT	TRUE	3971582	3564755	282176	3971582	pass	48	140682	2677416	124651	38067	0.897565504	0.071048766	0.03138573	0.751079948	0.014217813	0.052543945	TRUE
JLMPL5_7H	3384	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	240	1723	903	271	6527	1587	TRUE	TRUE	JAK2_WT	TRUE	2800021	2490280	192530	2800021	pass	47	93654	1848189	117211	26622	0.889379044	0.068760199	0.041860757	0.742161122	0.014404371	0.050673389	TRUE
JLMPL5_8B	3442	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	440	663	634	195	4863	700	TRUE	TRUE	JAK2_WT	TRUE	2043696	1817177	137941	2043696	pass	48	85626	1280247	88578	13363	0.889162087	0.067495851	0.043342063	0.704525206	0.01043783	0.066882406	TRUE
JLMPL5_8C	2277	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	168	211	318	486	3935	1246	TRUE	TRUE	JAK2_WT	TRUE	3851152	3086082	301094	3851152	pass	44	161114	1813925	463976	15265	0.801339963	0.07818284	0.120477197	0.587776022	0.008415453	0.088820651	TRUE
JLMPL5_8D	3044	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	169	20	151	170	3384	261	TRUE	TRUE	JAK2_WT	TRUE	2807844	2359264	220217	2807844	pass	46	94664	1716162	228363	32489	0.840240412	0.078429215	0.081330373	0.727414143	0.018931196	0.055160294	TRUE
JLMPL5_8E	3312	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	322	521	260	653	4638	4966	TRUE	TRUE	JAK2_WT	TRUE	3453956	2986562	245660	3453956	pass	48	114938	2146833	221734	35294	0.864678647	0.071124241	0.064197112	0.718830883	0.016440031	0.053538398	TRUE
JLMPL5_8F	3369	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	202	237	49	646	2796	230	TRUE	TRUE	JAK2_WT	TRUE	3305466	2868987	254747	3305466	pass	47	160394	2065049	181732	23457	0.867952355	0.077068407	0.054979237	0.719783324	0.011359052	0.077670796	TRUE
JLMPL5_8G	3072	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	179	116	242	1307	3321	416	TRUE	TRUE	JAK2_WT	TRUE	3822691	3362641	277205	3822691	pass	48	151397	2447437	182845	28497	0.879652841	0.07251567	0.047831488	0.727831785	0.011643609	0.061859406	TRUE
JLMPL5_8H	3471	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	190	236	362	392	4011	796	TRUE	TRUE	JAK2_WT	TRUE	3592435	3191956	248823	3592435	pass	47	135577	2306088	151656	30518	0.888521574	0.069263049	0.042215378	0.722468605	0.013233667	0.058790905	TRUE
JLMPL5_9A	3533	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	212	80	959	1170	2619	536	TRUE	TRUE	JAK2_WT	TRUE	1161522	256095	30126	1161522	pass	47	12123	174142	875301	1435	0.220482264	0.025936659	0.753581077	0.679989848	0.008240402	0.069615601	TRUE
JLMPL5_9B	3054	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	203	39	731	101	4876	445	TRUE	TRUE	JAK2_WT	TRUE	2536424	2263535	167549	2536424	pass	48	59204	1678653	105340	21878	0.892411915	0.066057173	0.041530911	0.741606823	0.013033069	0.035268754	TRUE
JLMPL5_9C	3015	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	119	233	850	335	1835	1131	TRUE	TRUE	JAK2_WT	TRUE	2270341	2031852	161009	2270341	pass	48	67555	1502671	77480	20816	0.894954546	0.070918422	0.034127032	0.73955731	0.013852666	0.044956614	TRUE
JLMPL5_9D	2893	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	53	431	25	-247	3775	780	TRUE	TRUE	JAK2_WT	TRUE	2256975	2028243	153115	2256975	pass	48	59524	1467963	75617	15652	0.898655501	0.067840805	0.033503694	0.72376091	0.010662394	0.040548706	TRUE
JLMPL5_9E	3463	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	250	217	758	409	3546	340	TRUE	TRUE	JAK2_WT	TRUE	2101485	1860607	150863	2101485	pass	48	95968	1333771	90015	12003	0.885377245	0.071788759	0.042833996	0.716847244	0.008999296	0.071952382	TRUE
JLMPL5_9F	3208	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	163	247	734	-16	4473	506	TRUE	TRUE	JAK2_WT	TRUE	3588409	3239571	236744	3588409	pass	48	106419	2334213	112094	23356	0.902787558	0.065974642	0.031237799	0.720531515	0.010005942	0.045590955	TRUE
JLMPL5_9G	3009	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL5	244	154	148	813	3724	379	TRUE	TRUE	JAK2_WT	TRUE	3828750	3280297	332577	3828750	pass	47	205948	2404434	215876	46334	0.856754032	0.086863075	0.056382893	0.732992775	0.019270232	0.085653422	TRUE
JLMPL6_1A	2870	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	245	15649	756	3953	4478	2183	TRUE	TRUE	WT	TRUE	1528919	1335017	99356	1528919	pass	47	63741	973877	94546	14953	0.873177062	0.064984476	0.061838462	0.729486591	0.015354095	0.06545077	TRUE
JLMPL6_1B	3233	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	177	180	769	1287	3141	3233	TRUE	TRUE	WT	TRUE	1494473	1256538	126171	1494473	pass	47	98752	844908	111764	11436	0.840790031	0.084425078	0.074784891	0.67240943	0.013535201	0.116878997	TRUE
JLMPL6_1C	2495	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	222	410	447	-59	9680	5462	TRUE	TRUE	WT	TRUE	1863659	1561963	165673	1863659	pass	47	151962	969684	136023	26099	0.838116308	0.088896628	0.072987065	0.62081112	0.026914954	0.156712909	TRUE
JLMPL6_1D	2172	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	300	512	977	919	6927	11936	TRUE	TRUE	WT	TRUE	451411	362216	38553	451411	pass	47	36646	216634	50642	8516	0.802408448	0.08540554	0.112186012	0.598079599	0.039310542	0.169160889	TRUE
JLMPL6_1E	3017	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	161	243	506	157	7398	1554	TRUE	TRUE	WT	TRUE	351304	302023	29944	351304	pass	46	22373	197917	19337	3288	0.859719787	0.085236718	0.055043495	0.655304397	0.016613025	0.113042336	TRUE
JLMPL6_1F	3481	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	295	12621	737	2953	4217	407	TRUE	TRUE	WT	TRUE	1157993	959283	104994	1157993	pass	47	71821	680554	93716	8926	0.828401381	0.090668942	0.080929677	0.70944028	0.013115785	0.105533139	TRUE
JLMPL6_1G	2391	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	291	367	596	734	5577	5766	TRUE	TRUE	WT	TRUE	541728	425034	46667	541728	pass	46	34931	275289	70027	6959	0.784589314	0.086144707	0.129265978	0.647687009	0.025278889	0.12688847	TRUE
JLMPL6_1H	3117	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	134	292	230	1369	5645	697	TRUE	TRUE	WT	TRUE	870035	731186	70964	870035	pass	47	39138	522363	67885	9048	0.840409869	0.081564535	0.078025597	0.71440509	0.017321288	0.074924909	TRUE
JLMPL6_2A	2906	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	336	139	497	1157	1484	467	TRUE	TRUE	JAK2_WT	TRUE	3272225	2752195	257767	3272225	pass	47	94752	2099835	262263	42732	0.841077554	0.078774229	0.080148217	0.762967377	0.02035017	0.045123545	TRUE
JLMPL6_2B	3004	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	167	151	967	45	5189	401	TRUE	TRUE	JAK2_WT	TRUE	4345609	3754250	321018	4345609	pass	47	172893	2702816	270341	51167	0.863918038	0.073871809	0.062210153	0.719935007	0.018930996	0.063967728	TRUE
JLMPL6_2C	3122	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	415	785	835	1164	5801	11080	TRUE	TRUE	JAK2_HOM	TRUE	4218071	3613826	339054	4218071	pass	48	178887	2544646	265191	45672	0.856748499	0.080381293	0.062870208	0.704141815	0.017948273	0.070299366	TRUE
JLMPL6_2D	3097	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	123	74	862	1005	3511	2670	TRUE	TRUE	JAK2_WT	TRUE	2066891	1828572	158823	2066891	pass	48	80247	1323035	79496	21641	0.884696871	0.076841498	0.038461632	0.72353454	0.016357088	0.060653724	TRUE
JLMPL6_2E	2575	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	87	52	951	562	7209	1073	TRUE	TRUE	JAK2_WT	TRUE	3411558	2937093	264830	3411558	pass	46	196337	2014412	209635	50568	0.860924246	0.077627289	0.061448464	0.685852304	0.025103107	0.097466159	TRUE
JLMPL6_2F	2842	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	70	299	54	686	2122	660	TRUE	TRUE	JAK2_WT	TRUE	4353957	3778993	325109	4353957	pass	47	194304	2707482	249855	60240	0.867944493	0.074669777	0.05738573	0.716455945	0.022249455	0.071765574	TRUE
JLMPL6_2G	3146	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	244	354	75	1103	3597	585	TRUE	TRUE	JAK2_WT	TRUE	6806931	5985636	565604	6806931	pass	48	233406	4669347	255691	79513	0.879344304	0.083092366	0.037563331	0.78009204	0.017028719	0.049986861	TRUE
JLMPL6_2H	3203	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	170	200	900	268	4507	2296	TRUE	TRUE	JAK2_WT	TRUE	4230280	3810010	293164	4230280	pass	47	141476	2727671	127106	31661	0.900651966	0.069301323	0.030046711	0.715922268	0.011607338	0.051866959	TRUE
JLMPL6_4A	3059	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	49	130	127	815	5035	3376	TRUE	TRUE	WT	TRUE	2021139	1708437	150462	2021139	pass	47	101091	1255647	162240	14423	0.845284268	0.074444162	0.08027157	0.734968278	0.011486509	0.080509092	TRUE
JLMPL6_4B	2838	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	411	2196	991	3141	5374	2095	TRUE	TRUE	WT	TRUE	1812540	1575754	131792	1812540	pass	46	97805	938952	104994	14995	0.869362331	0.072711223	0.057926446	0.595874737	0.015969932	0.104164004	TRUE
JLMPL6_4C	3324	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	427	848	624	1032	8374	7913	TRUE	TRUE	WT	TRUE	3738413	3222789	289942	3738413	pass	47	246715	2204894	225682	29828	0.862074094	0.077557509	0.060368397	0.684157107	0.013528088	0.111894268	TRUE
JLMPL6_4D	2631	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	163	489	885	257	7653	2386	TRUE	TRUE	WT	TRUE	1285355	1103369	103243	1285355	pass	47	72081	700651	78743	18986	0.858415768	0.080322557	0.061261675	0.63501059	0.027097656	0.102877181	TRUE
JLMPL6_4E	3217	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	383	3595	444	3435	9176	2192	TRUE	TRUE	WT	TRUE	1797486	1585862	134276	1797486	pass	47	109079	1094624	77348	14519	0.882266677	0.074702112	0.043031211	0.690239125	0.013263915	0.099649743	TRUE
JLMPL6_4G	2825	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	267	444	885	621	6706	9451	TRUE	TRUE	WT	TRUE	3239278	2794669	306405	3239278	pass	47	271938	1878791	138204	46398	0.862744414	0.094590523	0.042665063	0.672276753	0.024695669	0.144740953	TRUE
JLMPL6_4H	3187	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	146	269	182	676	8389	5909	TRUE	TRUE	WT	TRUE	2590228	2322362	182671	2590228	pass	47	150053	1572316	85195	22217	0.896585938	0.070523135	0.032890927	0.677033124	0.014130111	0.095434378	TRUE
JLMPL6_5A	2812	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	216	319	-25	400	1987	106	TRUE	TRUE	JAK2_WT	TRUE	2993599	2603961	212599	2993599	pass	47	120649	1879508	177039	22985	0.869842955	0.071017862	0.059139183	0.721788076	0.012229264	0.064191799	TRUE
JLMPL6_5B	3039	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	198	108	765	188	4631	497	TRUE	TRUE	JAK2_WT	TRUE	1605969	1369958	113776	1605969	pass	48	54491	966380	122235	10080	0.853041373	0.070845701	0.076112926	0.705408487	0.010430679	0.056386722	TRUE
JLMPL6_5C	3510	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	344	75	980	1139	3545	645	TRUE	TRUE	JAK2_WT	TRUE	2458631	2195099	151770	2458631	pass	47	76499	1562830	111762	17569	0.892813521	0.061729475	0.045457004	0.711963333	0.011241786	0.048949022	TRUE
JLMPL6_5E	2650	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	249	244	200	405	2897	282	TRUE	TRUE	JAK2_WT	TRUE	972337	847945	63650	1792225	pass	48	69914	599855	60742	11047	0.872069046	0.065460843	0.062470111	0.707422062	0.018416117	0.1165515	TRUE
JLMPL6_5F	3142	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	168	235	876	1197	4580	1636	TRUE	TRUE	JAK2_WT	TRUE	1122601	946658	80008	956002	pass	47	41189	687576	95935	7254	0.843272008	0.071270202	0.08545779	0.726319325	0.010550106	0.059904651	TRUE
JLMPL6_5G	2830	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	276	335	356	535	6066	899	TRUE	TRUE	JAK2_WT	TRUE	1792225	1552725	126816	835277	pass	47	32954	1140591	112684	21509	0.866367225	0.070758973	0.062873802	0.734573733	0.018857768	0.028892039	TRUE
JLMPL6_5H	3133	CD34+CD38-	IF0111	baseline	patient	JAK2_mix	batch_5	JLMPL6	276	414	788	438	5379	383	TRUE	TRUE	JAK2_WT	TRUE	956002	819411	62300	1464208	pass	48	103691	587240	74291	6993	0.857122684	0.065167228	0.077710088	0.716661114	0.011908249	0.176573462	TRUE
JLMPL6_6A	2936	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	378	41164	925	2464	6792	148	TRUE	FALSE	WT	TRUE	835277	720628	59400	1800954	pass	48	79722	512637	55249	5823	0.862741342	0.071114133	0.066144525	0.711375356	0.011358915	0.155513551	TRUE
JLMPL6_6B	3278	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	124	256	540	1654	7667	5131	TRUE	FALSE	WT	TRUE	1464208	1264033	117232	1420880	pass	48	55995	865125	82943	9018	0.863287866	0.080065127	0.056647006	0.684416467	0.010423927	0.064724751	TRUE
JLMPL6_6C	3004	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	294	198	21	758	7248	2636	TRUE	FALSE	WT	TRUE	1800954	1592806	120891	1377847	pass	47	67706	1096753	87257	15526	0.884423478	0.06712609	0.048450432	0.688566593	0.014156332	0.061733134	TRUE
JLMPL6_6D	3578	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	327	1098	616	3590	7171	1552	TRUE	FALSE	WT	TRUE	1420880	1257136	99581	1795366	pass	47	99904	919641	64163	10715	0.884758741	0.070084032	0.045157227	0.731536604	0.011651286	0.108633695	TRUE
JLMPL6_6E	2932	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	720	27567	624	1982	9468	743	TRUE	FALSE	WT	TRUE	1377847	1227273	86361	1898169	pass	47	139637	812250	64213	12872	0.89071791	0.062678222	0.046603868	0.661833186	0.015847338	0.17191382	TRUE
JLMPL6_6F	2586	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	432	507	125	100	6753	1110	TRUE	FALSE	WT	TRUE	1795366	1487814	138902	2914567	pass	47	174115	1044477	168650	17587	0.828696767	0.077366955	0.093936278	0.70202122	0.016838092	0.166700655	TRUE
JLMPL6_6G	2816	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	262	172	895	660	5955	1966	TRUE	FALSE	WT	TRUE	1898169	1626289	141473	944446	pass	47	48334	1083201	130407	17028	0.856767232	0.074531298	0.06870147	0.666056894	0.015720074	0.044621451	TRUE
JLMPL6_6H	2540	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	368	-40	403	1379	5440	1632	TRUE	FALSE	WT	TRUE	2914567	2541738	192682	826172	pass	47	42687	1722593	180147	43369	0.872080827	0.066109992	0.061809181	0.677722488	0.02517658	0.024780665	TRUE
JLMPL6_7A	2778	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	247	304	404	-270	6737	5716	TRUE	FALSE	WT	TRUE	944446	792542	69035	2716492	pass	48	151485	548596	82869	9275	0.839160735	0.073095762	0.087743503	0.692198016	0.016906795	0.276132163	TRUE
JLMPL6_7B	3180	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	-14	226	245	820	7292	6212	TRUE	FALSE	WT	TRUE	826172	700003	57913	4444216	pass	47	77363	504923	68256	6295	0.847284827	0.070097994	0.082617179	0.72131548	0.012467247	0.153217421	TRUE
JLMPL6_7C	3564	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	249	301	504	1135	4693	2485	TRUE	FALSE	WT	TRUE	2716492	2386446	208896	688610	pass	45	41858	1722097	121150	20553	0.878502863	0.076899177	0.044597959	0.721615742	0.011934868	0.024306412	TRUE
JLMPL6_7D	3205	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	648	27363	787	3314	4056	255	TRUE	FALSE	WT	TRUE	4444216	3337316	348357	1213412	pass	44	59579	2175302	758543	32815	0.750934698	0.078384354	0.170680948	0.651811815	0.015085262	0.027388841	TRUE
JLMPL6_7E	1941	CD34+CD38-	HD7650	baseline	normal	JAK2_mix	batch_5	JLMPL6	182	245	340	663	7853	5298	TRUE	FALSE	WT	TRUE	688610	570782	48375	1971763	pass	53	23	336835	69453	9215	0.828890083	0.070250214	0.100859703	0.590128981	0.027357608	6.83E-05	TRUE
OX2123PL1_2A	3121	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	223	29	76	239	6800	118	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1466516	1144517	93802	1466516	pass	49	46915	861906	228197	33009	0.780432672	0.06396248	0.155604848	0.753074004	0.03829768	0.05443169	TRUE
OX2123PL1_2B	3021	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	463	77	-17	791	7645	202	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2637000	1938634	165438	2637000	pass	47	84282	1476703	532928	50436	0.735166477	0.062737201	0.202096322	0.761723461	0.034154464	0.057074442	TRUE
OX2123PL1_2C	2899	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	306	36	68	363	11279	253	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2535219	2026459	167174	2535219	pass	49	79500	1550038	341586	73963	0.799323057	0.065940654	0.134736289	0.764899759	0.047716895	0.051289065	TRUE
OX2123PL1_2D	2978	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	291	53	-12	82	6446	134	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1922330	1365602	130872	1922330	pass	48	58921	1059893	425856	50278	0.710388955	0.068079882	0.221531163	0.776136092	0.047436864	0.055591461	TRUE
OX2123PL1_2E	2305	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	75	20	11	220	3591	175	TRUE	TRUE	JAK2_WT_EZH2_HET_TET2_p1137_HOM	TRUE	946076	429773	36456	946076	pass	47	10027	291051	479847	16838	0.454269002	0.038533902	0.507197096	0.6772203	0.057852404	0.034451007	TRUE
OX2123PL1_2F	2972	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	304	34	-36	169	7826	116	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1992817	1429116	105029	1992817	pass	48	32870	1092727	458672	32377	0.717133585	0.052703786	0.230162629	0.764617428	0.029629542	0.030080706	TRUE
OX2123PL1_2G	2953	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	3	31	-52	665	4134	232	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2170098	1718054	131444	2170098	pass	48	57890	1310740	320600	53316	0.7916942	0.060570536	0.147735264	0.762921305	0.040676259	0.044165891	TRUE
OX2123PL1_2H	3841	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	662	109	93	355	2416	1025	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	2427926	1833883	175821	2427926	pass	48	58554	1391971	418222	34110	0.755329034	0.072416128	0.172254838	0.759029338	0.024504821	0.042065532	TRUE
OX2123PL1_3A	2811	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	289	84	72	223	6281	196	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	579192	401458	33585	579192	pass	47	15711	277044	144149	6875	0.693134574	0.057985953	0.248879473	0.690094605	0.024815553	0.056709404	TRUE
OX2123PL1_3C	2499	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	233	64	148	793	4711	233	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	1013835	290170	31693	1013835	pass	48	9500	183629	691972	12277	0.286210281	0.031260511	0.682529208	0.632832478	0.066857631	0.051734748	TRUE
OX2123PL1_3D	3539	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	414	40	123	1539	6758	5337	TRUE	TRUE	JAK2_HET_EZH2_HOM_TET2_p1137_HOM	TRUE	1053426	566934	45521	1053426	pass	48	21950	439574	440971	11941	0.538181135	0.043212338	0.418606528	0.775353039	0.027164937	0.04993471	TRUE
OX2123PL1_3E	3458	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	590	50	114	409	5410	5895	TRUE	TRUE	JAK2_WT_EZH2_HET_TET2_p1137_HOM	TRUE	2224036	1690273	144794	2224036	pass	48	56489	1322233	388969	41165	0.760002536	0.065104162	0.174893302	0.782260025	0.03113294	0.042722425	TRUE
OX2123PL1_3F	2674	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	537	43	8	234	3849	252	TRUE	TRUE	JAK2_WT_EZH2_HET_TET2_p1137_HOM	TRUE	1497948	377170	34089	1497948	pass	48	17203	279211	1086689	11062	0.251791117	0.022757132	0.725451751	0.740278919	0.039618783	0.061612902	TRUE
OX2123PL1_4A	2684	CD34+CD38-	OX2123	baseline	patient	OX2123_mix	batch_1	OX2123PL1	172	29	6	742	3749	174	TRUE	TRUE	JAK2_HET_EZH2_HET_TET2_p1137_HOM	TRUE	984438	387641	32810	984438	pass	48	12357	290877	563987	11047	0.393768831	0.033328661	0.572902509	0.750377282	0.037978252	0.042481874	TRUE
