geo_id	genes.detected	plate	protease	targeting_primers	type	method	purpose	primer_mix	plate_method	genotyping_sequencing	rnaseq	input.reads	unique.mapped	multimap	Total.sequences	Per.base.sequence.quality	GC.content	MReads	lib.size	unmapped	ercc.count	pc.uniquemapped	pc.multimap	pc.unmapped	pc.ingenes.total	pc.ercc	pc.mit.reads	pass.qc
JURKATPL15_4B	7221	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	3189918	2918804	218607	3189918	pass	49	104802	2550145	52507	6301	0.915009101	0.068530602	0.016460298	0.873695185	0.00247084	0.041096487	TRUE
JURKATPL15_4C	6904	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	2374535	2163080	170663	2374535	pass	48	57919	1956997	40792	5101	0.910948881	0.071872177	0.017178942	0.904727056	0.002606545	0.029595855	TRUE
JURKATPL15_4D	7443	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	3362773	3065420	232979	3362773	pass	49	110577	2659033	64374	7099	0.91157506	0.06928181	0.01914313	0.867428607	0.002669768	0.041585418	TRUE
JURKATPL15_4E	6921	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	7547931	6860371	549535	7547931	pass	52	271054	6196452	138025	15291	0.908907487	0.072806044	0.018286468	0.903224038	0.002467702	0.04374342	TRUE
JURKATPL15_4G	8127	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	2950777	2721883	188427	2950777	pass	49	116097	2407815	40467	4302	0.922429245	0.06385674	0.013714015	0.884613703	0.001786682	0.048216744	TRUE
JURKATPL15_4H	7472	JPL15	TRUE	TRUE	JURKAT	TARGET-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_TARGET-seq	TRUE	TRUE	1722350	1588654	116679	1722350	pass	50	58401	1417943	17017	3032	0.922375824	0.067744071	0.009880106	0.892543625	0.002138309	0.041187128	TRUE
JURKATPL15_9A	6051	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	1643282	1533291	95539	1643282	pass	48	43164	1372268	14452	3227	0.933066266	0.058139139	0.008794595	0.894982101	0.002351581	0.031454497	TRUE
JURKATPL15_9B	7123	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	1292913	1204079	78103	1292913	pass	49	31073	1097132	10731	2206	0.931291587	0.06040855	0.008299862	0.911179416	0.002010697	0.028322025	TRUE
JURKATPL15_9C	7508	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	1996411	1870131	108037	1996411	pass	48	52920	1702308	18243	2769	0.936746492	0.05411561	0.009137898	0.910261367	0.001626615	0.031087206	TRUE
JURKATPL15_9D	6505	JPL15	FALSE	TRUE	JURKAT	tSMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_tSMART-seq	TRUE	TRUE	2009979	1853484	136646	2009979	pass	48	56643	1714988	19849	4354	0.922140978	0.067983795	0.009875228	0.925278017	0.002538793	0.033028219	TRUE
JURKATPL15_9E	7527	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	2701946	2512308	165987	2701946	pass	49	77552	2329053	23651	3249	0.929814289	0.06143239	0.008753321	0.927057112	0.001394988	0.033297654	TRUE
JURKATPL15_9F	6473	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	3530888	3283383	214825	3530888	pass	49	103277	3038761	32680	7233	0.929902903	0.060841635	0.009255462	0.925496965	0.002380246	0.033986549	TRUE
JURKATPL15_9G	7505	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	1467332	1368408	86417	1467332	pass	48	46201	1241956	12507	2545	0.932582401	0.058893965	0.008523633	0.907591888	0.002049187	0.037200191	TRUE
JURKATPL15_9H	8085	JPL15	FALSE	FALSE	JURKAT	SMART-seq	Analysis	RUNX1_TP53_NOTCH1_PTEN	JPL15_SMART-seq	TRUE	TRUE	2748065	2558836	166642	2748065	pass	48	96478	2333017	22587	3308	0.931141003	0.060639759	0.008219238	0.911749327	0.001417907	0.041353321	TRUE
